Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
    132.|      2.|    122.|      -45.56|      -65.02|        1.65|        0.00|        0.00|        0.00
    132.|      3.|    122.|      -45.56|      -65.02|        1.65|        0.00|        0.00|        0.00
    132.|      4.|    122.|      -45.56|      -65.02|        1.65|        0.00|        0.00|        0.00
    132.|      5.|    122.|      -45.56|      -65.02|        1.65|        0.00|        0.00|        0.00
    132.|      6.|    122.|      -45.56|      -65.02|        1.65|        0.00|        0.00|        0.00
    133.|      1.|    249.|       -8.22|       16.68|        1.16|        0.00|        0.00|        0.00
    133.|      2.|    122.|      -45.29|      -64.86|        1.65|        0.00|        0.00|        0.00
    133.|      3.|    122.|      -45.29|      -64.86|        1.65|        0.00|        0.00|        0.00
    133.|      4.|    122.|      -45.29|      -64.86|        1.65|        0.00|        0.00|        0.00
    133.|      5.|    122.|      -45.29|      -64.86|        1.65|        0.00|        0.00|        0.00
    133.|      6.|    122.|      -45.29|      -64.86|        1.65|        0.00|        0.00|        0.00
    134.|      1.|    249.|       -7.66|       15.57|        1.16|        0.00|        0.00|        0.00
    134.|      2.|    122.|      -44.99|      -64.67|        1.65|        0.00|        0.00|        0.00
    134.|      3.|    122.|      -44.99|      -64.67|        1.65|        0.00|        0.00|        0.00
    134.|      4.|    122.|      -44.99|      -64.67|        1.65|        0.00|        0.00|        0.00
    134.|      5.|    122.|      -44.99|      -64.67|        1.65|        0.00|        0.00|        0.00
    134.|      6.|    122.|      -44.99|      -64.67|        1.65|        0.00|        0.00|        0.00
    135.|      1.|    249.|       -7.11|       14.45|        1.16|        0.00|        0.00|        0.00
    135.|      2.|    122.|      -44.69|      -64.47|        1.65|        0.00|        0.00|        0.00
    135.|      3.|    122.|      -44.69|      -64.47|        1.65|        0.00|        0.00|        0.00
    135.|      4.|    122.|      -44.69|      -64.47|        1.65|        0.00|        0.00|        0.00
    135.|      5.|    122.|      -44.69|      -64.47|        1.65|        0.00|        0.00|        0.00
    135.|      6.|    122.|      -44.69|      -64.47|        1.65|        0.00|        0.00|        0.00
    136.|      1.|    249.|       -6.55|       13.33|        1.16|        0.00|        0.00|        0.00
    136.|      2.|    122.|      -44.37|      -64.25|        1.65|        0.00|        0.00|        0.00
    136.|      3.|    122.|      -44.37|      -64.25|        1.65|        0.00|        0.00|        0.00
    136.|      4.|    122.|      -44.37|      -64.25|        1.65|        0.00|        0.00|        0.00
    136.|      5.|    122.|      -44.37|      -64.25|        1.65|        0.00|        0.00|        0.00
    136.|      6.|    122.|      -44.37|      -64.25|        1.65|        0.00|        0.00|        0.00
    137.|      1.|    249.|       -5.98|       12.21|        1.16|        0.00|        0.00|        0.00
    137.|      2.|    122.|      -44.03|      -64.00|        1.65|        0.00|        0.00|        0.00
    137.|      3.|    122.|      -44.03|      -64.00|        1.65|        0.00|        0.00|        0.00
    137.|      4.|    122.|      -44.03|      -64.00|        1.65|        0.00|        0.00|        0.00
    137.|      5.|    122.|      -44.03|      -64.00|        1.65|        0.00|        0.00|        0.00
    137.|      6.|    122.|      -44.03|      -64.00|        1.65|        0.00|        0.00|        0.00
    138.|      1.|    249.|       -5.42|       11.08|        1.16|        0.00|        0.00|        0.00
    138.|      2.|    122.|      -43.69|      -63.74|        1.65|        0.00|        0.00|        0.00
    138.|      3.|    122.|      -43.69|      -63.74|        1.65|        0.00|        0.00|        0.00
    138.|      4.|    122.|      -43.69|      -63.74|        1.65|        0.00|        0.00|        0.00
    138.|      5.|    122.|      -43.69|      -63.74|        1.65|        0.00|        0.00|        0.00
    138.|      6.|    122.|      -43.69|      -63.74|        1.65|        0.00|        0.00|        0.00
    139.|      1.|    249.|       -4.85|        9.95|        1.16|        0.00|        0.00|        0.00
    139.|      2.|    122.|      -43.33|      -63.46|        1.65|        0.00|        0.00|        0.00
    139.|      3.|    122.|      -43.33|      -63.46|        1.65|        0.00|        0.00|        0.00
    139.|      4.|    122.|      -43.33|      -63.46|        1.65|        0.00|        0.00|        0.00
    139.|      5.|    122.|      -43.33|      -63.46|        1.65|        0.00|        0.00|        0.00
    139.|      6.|    122.|      -43.33|      -63.46|        1.65|        0.00|        0.00|        0.00
    140.|      1.|    249.|       -4.28|        8.82|        1.16|        0.00|        0.00|        0.00
    140.|      2.|    122.|      -42.95|      -63.16|        1.65|        0.00|        0.00|        0.00
    140.|      3.|    122.|      -42.95|      -63.16|        1.65|        0.00|        0.00|        0.00
    140.|      4.|    122.|      -42.95|      -63.16|        1.65|        0.00|        0.00|        0.00
    140.|      5.|    122.|      -42.95|      -63.16|        1.65|        0.00|        0.00|        0.00
    140.|      6.|    122.|      -42.95|      -63.16|        1.65|        0.00|        0.00|        0.00
    141.|      1.|    249.|       -3.72|        7.68|        1.16|        0.00|        0.00|        0.00
    141.|      2.|    122.|      -42.57|      -62.84|        1.65|        0.00|        0.00|        0.00
    141.|      3.|    122.|      -42.57|      -62.84|        1.65|        0.00|        0.00|        0.00
    141.|      4.|    122.|      -42.57|      -62.84|        1.65|        0.00|        0.00|        0.00
    141.|      5.|    122.|      -42.57|      -62.84|        1.65|        0.00|        0.00|        0.00
    141.|      6.|    122.|      -42.57|      -62.84|        1.65|        0.00|        0.00|        0.00
    142.|      1.|    249.|       -3.15|        6.55|        1.16|        0.00|        0.00|        0.00
    142.|      2.|    122.|      -42.17|      -62.50|        1.65|        0.00|        0.00|        0.00
    142.|      3.|    122.|      -42.17|      -62.50|        1.65|        0.00|        0.00|        0.00
    142.|      4.|    122.|      -42.17|      -62.50|        1.65|        0.00|        0.00|        0.00
    142.|      5.|    122.|      -42.17|      -62.50|        1.65|        0.00|        0.00|        0.00
    142.|      6.|    122.|      -42.17|      -62.50|        1.65|        0.00|        0.00|        0.00
    143.|      1.|    249.|       -2.57|        5.41|        1.16|        0.00|        0.00|        0.00
    143.|      2.|    122.|      -41.75|      -62.14|        1.65|        0.00|        0.00|        0.00
    143.|      3.|    122.|      -41.75|      -62.14|        1.65|        0.00|        0.00|        0.00
    143.|      4.|    122.|      -41.75|      -62.14|        1.65|        0.00|        0.00|        0.00
    143.|      5.|    122.|      -41.75|      -62.14|        1.65|        0.00|        0.00|        0.00
    143.|      6.|    122.|      -41.75|      -62.14|        1.65|        0.00|        0.00|        0.00
    144.|      1.|    249.|       -2.00|        4.26|        1.16|        0.00|        0.00|        0.00
    144.|      2.|    122.|      -41.33|      -61.76|        1.65|        0.00|        0.00|        0.00
    144.|      3.|    122.|      -41.33|      -61.76|        1.65|        0.00|        0.00|        0.00
    144.|      4.|    122.|      -41.33|      -61.76|        1.65|        0.00|        0.00|        0.00
    144.|      5.|    122.|      -41.33|      -61.76|        1.65|        0.00|        0.00|        0.00
    144.|      6.|    122.|      -41.33|      -61.76|        1.65|        0.00|        0.00|        0.00
    145.|      1.|    249.|       -1.43|        3.12|        1.16|        0.00|        0.00|        0.00
    145.|      2.|    122.|      -40.89|      -61.37|        1.65|        0.00|        0.00|        0.00
    145.|      3.|    122.|      -40.89|      -61.37|        1.65|        0.00|        0.00|        0.00
    145.|      4.|    122.|      -40.89|      -61.37|        1.65|        0.00|        0.00|        0.00
    145.|      5.|    122.|      -40.89|      -61.37|        1.65|        0.00|        0.00|        0.00
    145.|      6.|    122.|      -40.89|      -61.37|        1.65|        0.00|        0.00|        0.00
    146.|      1.|    249.|       -0.86|        1.98|        1.16|        0.00|        0.00|        0.00
    146.|      2.|    122.|      -40.44|      -60.95|        1.65|        0.00|        0.00|        0.00
    146.|      3.|    122.|      -40.44|      -60.95|        1.65|        0.00|        0.00|        0.00
    146.|      4.|    122.|      -40.44|      -60.95|        1.65|        0.00|        0.00|        0.00
    146.|      5.|    122.|      -40.44|      -60.95|        1.65|        0.00|        0.00|        0.00
    146.|      6.|    122.|      -40.44|      -60.95|        1.65|        0.00|        0.00|        0.00
    147.|      1.|    249.|       -0.28|        0.83|        1.16|        0.00|        0.00|        0.00
    147.|      2.|    122.|      -39.98|      -60.52|        1.65|        0.00|        0.00|        0.00
    147.|      3.|    122.|      -39.98|      -60.52|        1.65|        0.00|        0.00|        0.00
    147.|      4.|    122.|      -39.98|      -60.52|        1.65|        0.00|        0.00|        0.00
    147.|      5.|    122.|      -39.98|      -60.52|        1.65|        0.00|        0.00|        0.00
    147.|      6.|    122.|      -39.98|      -60.52|        1.65|        0.00|        0.00|        0.00
    148.|      1.|    249.|        0.29|       -0.31|        1.16|        0.00|        0.00|        0.00
    148.|      2.|    122.|      -39.50|      -60.07|        1.65|        0.00|        0.00|        0.00
    148.|      3.|    122.|      -39.50|      -60.07|        1.65|        0.00|        0.00|        0.00
    148.|      4.|    122.|      -39.50|      -60.07|        1.65|        0.00|        0.00|        0.00
    148.|      5.|    122.|      -39.50|      -60.07|        1.65|        0.00|        0.00|        0.00
    148.|      6.|    122.|      -39.50|      -60.07|        1.65|        0.00|        0.00|        0.00
    149.|      1.|    249.|        0.86|       -1.46|        1.16|        0.00|        0.00|        0.00
    149.|      2.|    122.|      -39.02|      -59.60|        1.65|        0.00|        0.00|        0.00
    149.|      3.|    122.|      -39.02|      -59.60|        1.65|        0.00|        0.00|        0.00
    149.|      4.|    122.|      -39.02|      -59.60|        1.65|        0.00|        0.00|        0.00
    149.|      5.|    122.|      -39.02|      -59.60|        1.65|        0.00|        0.00|        0.00
    149.|      6.|    122.|      -39.02|      -59.60|        1.65|        0.00|        0.00|        0.00
    150.|      1.|    249.|        1.44|       -2.60|        1.16|        0.00|        0.00|        0.00
    150.|      2.|    122.|      -38.52|      -59.11|        1.65|        0.00|        0.00|        0.00
    150.|      3.|    122.|      -38.52|      -59.11|        1.65|        0.00|        0.00|        0.00
    150.|      4.|    122.|      -38.52|      -59.11|        1.65|        0.00|        0.00|        0.00
    150.|      5.|    122.|      -38.52|      -59.11|        1.65|        0.00|        0.00|        0.00
